timestamp,route_name,direction,hour_of_day,route_delay_s,is_congested,weather,temp,rain_mm,humidity,visibility,day_of_week,is_holiday
2026-05-11 07:10:00,Vinh Tuy Bridge,Outbound,7,275,1,Partially cloudy,25.0,0.0,88.68,5000.0,0,0
2026-05-11 07:30:00,Vinh Tuy Bridge,Inbound,7,178,1,Partially cloudy,25.0,0.0,88.68,5000.0,0,0
2026-05-11 07:30:00,Vinh Tuy Bridge,Outbound,7,373,1,Partially cloudy,25.0,0.0,88.68,5000.0,0,0
2026-05-11 10:00:00,Vinh Tuy Bridge,Inbound,10,45,0,Partially cloudy,28.0,0.1,78.91,6000.0,0,0
2026-05-11 10:00:00,Vinh Tuy Bridge,Outbound,10,72,0,Partially cloudy,28.0,0.1,78.91,6000.0,0,0
2026-05-11 12:00:00,Vinh Tuy Bridge,Inbound,12,33,0,"Rain, Partially cloudy",30.0,0.5,70.28,9000.0,0,0
2026-05-11 12:00:00,Vinh Tuy Bridge,Outbound,12,56,0,"Rain, Partially cloudy",30.0,0.5,70.28,9000.0,0,0
2026-05-11 15:00:00,Vinh Tuy Bridge,Inbound,15,46,0,"Rain, Partially cloudy",33.0,1.0,55.79,10000.0,0,0
2026-05-11 15:00:00,Vinh Tuy Bridge,Outbound,15,75,0,"Rain, Partially cloudy",33.0,1.0,55.79,10000.0,0,0
2026-05-11 16:00:00,Vinh Tuy Bridge,Inbound,16,76,0,"Rain, Partially cloudy",32.0,0.5,59.03,10000.0,0,0
2026-05-11 16:00:00,Vinh Tuy Bridge,Outbound,16,108,0,"Rain, Partially cloudy",32.0,0.5,59.03,10000.0,0,0
2026-05-11 17:10:00,Vinh Tuy Bridge,Inbound,17,132,1,Partially cloudy,30.0,0.2,70.28,10000.0,0,0
2026-05-11 17:10:00,Vinh Tuy Bridge,Outbound,17,165,1,Partially cloudy,30.0,0.2,70.28,10000.0,0,0
2026-05-11 20:00:00,Vinh Tuy Bridge,Inbound,20,23,0,Clear,28.0,0.0,83.78,10000.0,0,0
2026-05-11 20:00:00,Vinh Tuy Bridge,Outbound,20,59,0,Clear,28.0,0.0,83.78,10000.0,0,0
2026-05-11 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,Clear,27.0,0.0,83.67,10000.0,0,0
2026-05-11 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,Clear,27.0,0.0,83.67,10000.0,0,0
2026-05-10 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Overcast,24.0,0.0,83.33,10000.0,6,0
2026-05-10 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Overcast,24.0,0.0,83.33,10000.0,6,0
2026-05-10 07:10:00,Vinh Tuy Bridge,Inbound,7,17,0,Overcast,24.0,0.0,88.6,6000.0,6,0
2026-05-10 07:10:00,Vinh Tuy Bridge,Outbound,7,20,0,Overcast,24.0,0.0,88.6,6000.0,6,0
2026-05-10 07:30:00,Vinh Tuy Bridge,Inbound,7,24,0,Overcast,24.0,0.0,88.6,6000.0,6,0
2026-05-10 07:30:00,Vinh Tuy Bridge,Outbound,7,27,0,Overcast,24.0,0.0,88.6,6000.0,6,0
2026-05-10 10:00:00,Vinh Tuy Bridge,Inbound,10,34,0,Overcast,27.0,0.0,65.55,10000.0,6,0
2026-05-10 10:00:00,Vinh Tuy Bridge,Outbound,10,44,0,Overcast,27.0,0.0,65.55,10000.0,6,0
2026-05-10 12:00:00,Vinh Tuy Bridge,Inbound,12,43,0,Overcast,27.0,0.0,65.55,10000.0,6,0
2026-05-10 12:00:00,Vinh Tuy Bridge,Outbound,12,58,0,Overcast,27.0,0.0,65.55,10000.0,6,0
2026-05-10 15:00:00,Vinh Tuy Bridge,Inbound,15,66,0,Partially cloudy,28.0,0.0,69.91,10000.0,6,0
2026-05-10 15:00:00,Vinh Tuy Bridge,Outbound,15,87,0,Partially cloudy,28.0,0.0,69.91,10000.0,6,0
2026-05-10 16:00:00,Vinh Tuy Bridge,Inbound,16,92,1,Partially cloudy,27.0,0.0,78.77,9000.0,6,0
2026-05-10 16:00:00,Vinh Tuy Bridge,Outbound,16,115,0,Partially cloudy,27.0,0.0,78.77,9000.0,6,0
2026-05-10 17:10:00,Vinh Tuy Bridge,Inbound,17,96,1,Partially cloudy,27.0,0.0,78.77,9000.0,6,0
2026-05-10 17:10:00,Vinh Tuy Bridge,Outbound,17,149,1,Partially cloudy,27.0,0.0,78.77,9000.0,6,0
2026-05-10 20:00:00,Vinh Tuy Bridge,Inbound,20,24,0,Overcast,26.0,0.0,78.63,10000.0,6,0
2026-05-10 20:00:00,Vinh Tuy Bridge,Outbound,20,62,0,Overcast,26.0,0.0,78.63,10000.0,6,0
2026-05-10 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,"Rain, Partially cloudy",25.0,0.5,88.68,10000.0,6,0
2026-05-10 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,"Rain, Partially cloudy",25.0,0.5,88.68,10000.0,6,0
2026-05-09 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Overcast,25.0,0.1,88.68,10000.0,5,0
2026-05-09 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Overcast,25.0,0.1,88.68,10000.0,5,0
2026-05-09 07:10:00,Vinh Tuy Bridge,Inbound,7,48,0,Partially cloudy,26.0,0.1,69.54,10000.0,5,0
2026-05-09 07:10:00,Vinh Tuy Bridge,Outbound,7,51,0,Partially cloudy,26.0,0.1,69.54,10000.0,5,0
2026-05-09 07:30:00,Vinh Tuy Bridge,Inbound,7,75,0,Partially cloudy,26.0,0.1,69.54,10000.0,5,0
2026-05-09 07:30:00,Vinh Tuy Bridge,Outbound,7,73,0,Partially cloudy,26.0,0.1,69.54,10000.0,5,0
2026-05-09 10:00:00,Vinh Tuy Bridge,Inbound,10,134,1,Partially cloudy,27.0,0.2,65.55,10000.0,5,0
2026-05-09 10:00:00,Vinh Tuy Bridge,Outbound,10,120,0,Partially cloudy,27.0,0.2,65.55,10000.0,5,0
2026-05-09 12:00:00,Vinh Tuy Bridge,Inbound,12,148,1,"Rain, Overcast",26.0,0.7,69.54,10000.0,5,0
2026-05-09 12:00:00,Vinh Tuy Bridge,Outbound,12,127,0,"Rain, Overcast",26.0,0.7,69.54,10000.0,5,0
2026-05-09 15:00:00,Vinh Tuy Bridge,Inbound,15,174,1,Overcast,27.0,0.1,74.13,10000.0,5,0
2026-05-09 15:00:00,Vinh Tuy Bridge,Outbound,15,145,0,Overcast,27.0,0.1,74.13,10000.0,5,0
2026-05-09 16:00:00,Vinh Tuy Bridge,Inbound,16,219,1,Overcast,27.0,0.0,74.13,10000.0,5,0
2026-05-09 16:00:00,Vinh Tuy Bridge,Outbound,16,193,1,Overcast,27.0,0.0,74.13,10000.0,5,0
2026-05-09 17:10:00,Vinh Tuy Bridge,Inbound,17,250,1,Overcast,26.0,0.0,78.63,10000.0,5,0
2026-05-09 17:10:00,Vinh Tuy Bridge,Outbound,17,232,1,Overcast,26.0,0.0,78.63,10000.0,5,0
2026-05-09 20:00:00,Vinh Tuy Bridge,Inbound,20,55,0,Overcast,25.0,0.0,83.45,9000.0,5,0
2026-05-09 20:00:00,Vinh Tuy Bridge,Outbound,20,68,0,Overcast,25.0,0.0,83.45,9000.0,5,0
2026-05-09 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,Partially cloudy,25.0,0.0,88.68,7000.0,5,0
2026-05-09 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,Partially cloudy,25.0,0.0,88.68,7000.0,5,0
2026-05-08 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Partially cloudy,23.0,0.2,100.0,7000.0,4,0
2026-05-08 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Partially cloudy,23.0,0.2,100.0,7000.0,4,0
2026-05-08 07:10:00,Vinh Tuy Bridge,Inbound,7,46,0,"Rain, Partially cloudy",24.0,7.9,94.15,3000.0,4,0
2026-05-08 07:10:00,Vinh Tuy Bridge,Outbound,7,67,0,"Rain, Partially cloudy",24.0,7.9,94.15,3000.0,4,0
2026-05-08 07:30:00,Vinh Tuy Bridge,Inbound,7,68,0,"Rain, Partially cloudy",24.0,7.9,94.15,3000.0,4,0
2026-05-08 07:30:00,Vinh Tuy Bridge,Outbound,7,94,0,"Rain, Partially cloudy",24.0,7.9,94.15,3000.0,4,0
2026-05-08 10:00:00,Vinh Tuy Bridge,Inbound,10,49,0,Partially cloudy,27.0,0.1,88.83,9000.0,4,0
2026-05-08 10:00:00,Vinh Tuy Bridge,Outbound,10,55,0,Partially cloudy,27.0,0.1,88.83,9000.0,4,0
2026-05-08 12:00:00,Vinh Tuy Bridge,Inbound,12,55,0,Overcast,27.0,0.0,88.83,7000.0,4,0
2026-05-08 12:00:00,Vinh Tuy Bridge,Outbound,12,51,0,Overcast,27.0,0.0,88.83,7000.0,4,0
2026-05-08 15:00:00,Vinh Tuy Bridge,Inbound,15,80,0,Partially cloudy,30.0,0.1,66.17,10000.0,4,0
2026-05-08 15:00:00,Vinh Tuy Bridge,Outbound,15,73,0,Partially cloudy,30.0,0.1,66.17,10000.0,4,0
2026-05-08 16:00:00,Vinh Tuy Bridge,Inbound,16,140,1,Partially cloudy,30.0,0.0,66.17,10000.0,4,0
2026-05-08 16:00:00,Vinh Tuy Bridge,Outbound,16,137,0,Partially cloudy,30.0,0.0,66.17,10000.0,4,0
2026-05-08 17:10:00,Vinh Tuy Bridge,Inbound,17,255,1,Overcast,29.0,0.0,70.1,10000.0,4,0
2026-05-08 17:10:00,Vinh Tuy Bridge,Outbound,17,273,1,Overcast,29.0,0.0,70.1,10000.0,4,0
2026-05-08 20:00:00,Vinh Tuy Bridge,Inbound,20,77,0,Overcast,27.0,0.0,78.77,10000.0,4,0
2026-05-08 20:00:00,Vinh Tuy Bridge,Outbound,20,67,0,Overcast,27.0,0.0,78.77,10000.0,4,0
2026-05-08 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,Partially cloudy,26.0,0.2,83.56,10000.0,4,0
2026-05-08 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,Partially cloudy,26.0,0.2,83.56,10000.0,4,0
2026-05-07 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Overcast,26.0,0.0,94.23,10000.0,3,0
2026-05-07 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Overcast,26.0,0.0,94.23,10000.0,3,0
2026-05-07 07:10:00,Vinh Tuy Bridge,Inbound,7,63,0,Overcast,27.0,0.1,88.83,9000.0,3,0
2026-05-07 07:10:00,Vinh Tuy Bridge,Outbound,7,140,0,Overcast,27.0,0.1,88.83,9000.0,3,0
2026-05-07 07:30:00,Vinh Tuy Bridge,Inbound,7,97,1,Overcast,27.0,0.1,88.83,9000.0,3,0
2026-05-07 07:30:00,Vinh Tuy Bridge,Outbound,7,180,1,Overcast,27.0,0.1,88.83,9000.0,3,0
2026-05-07 10:00:00,Vinh Tuy Bridge,Inbound,10,46,0,Partially cloudy,29.0,0.2,79.05,10000.0,3,0
2026-05-07 10:00:00,Vinh Tuy Bridge,Outbound,10,55,0,Partially cloudy,29.0,0.2,79.05,10000.0,3,0
2026-05-07 12:00:00,Vinh Tuy Bridge,Inbound,12,36,0,"Rain, Overcast",29.0,0.5,79.05,10000.0,3,0
2026-05-07 12:00:00,Vinh Tuy Bridge,Outbound,12,48,0,"Rain, Overcast",29.0,0.5,79.05,10000.0,3,0
2026-05-07 15:00:00,Vinh Tuy Bridge,Inbound,15,46,0,"Rain, Partially cloudy",32.0,0.3,66.57,10000.0,3,0
2026-05-07 15:00:00,Vinh Tuy Bridge,Outbound,15,61,0,"Rain, Partially cloudy",32.0,0.3,66.57,10000.0,3,0
2026-05-07 16:00:00,Vinh Tuy Bridge,Inbound,16,74,0,Partially cloudy,32.0,0.1,70.65,10000.0,3,0
2026-05-07 16:00:00,Vinh Tuy Bridge,Outbound,16,88,0,Partially cloudy,32.0,0.1,70.65,10000.0,3,0
2026-05-07 17:10:00,Vinh Tuy Bridge,Inbound,17,131,1,Partially cloudy,30.0,0.1,79.19,10000.0,3,0
2026-05-07 17:10:00,Vinh Tuy Bridge,Outbound,17,154,1,Partially cloudy,30.0,0.1,79.19,10000.0,3,0
2026-05-07 20:00:00,Vinh Tuy Bridge,Inbound,20,26,0,Partially cloudy,28.0,0.1,83.78,10000.0,3,0
2026-05-07 20:00:00,Vinh Tuy Bridge,Outbound,20,52,0,Partially cloudy,28.0,0.1,83.78,10000.0,3,0
2026-05-07 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,"Rain, Partially cloudy",28.0,0.6,83.78,10000.0,3,0
2026-05-07 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,"Rain, Partially cloudy",28.0,0.6,83.78,10000.0,3,0
2026-05-06 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Partially cloudy,24.0,0.0,94.15,6000.0,2,0
2026-05-06 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Partially cloudy,24.0,0.0,94.15,6000.0,2,0
2026-05-06 07:10:00,Vinh Tuy Bridge,Inbound,7,66,0,Overcast,25.0,0.0,94.19,6000.0,2,0
2026-05-06 07:10:00,Vinh Tuy Bridge,Outbound,7,157,1,Overcast,25.0,0.0,94.19,6000.0,2,0
2026-05-06 07:30:00,Vinh Tuy Bridge,Inbound,7,96,1,Overcast,25.0,0.0,94.19,6000.0,2,0
2026-05-06 07:30:00,Vinh Tuy Bridge,Outbound,7,200,1,Overcast,25.0,0.0,94.19,6000.0,2,0
2026-05-06 10:00:00,Vinh Tuy Bridge,Inbound,10,52,0,Overcast,28.0,0.0,74.29,10000.0,2,0
2026-05-06 10:00:00,Vinh Tuy Bridge,Outbound,10,57,0,Overcast,28.0,0.0,74.29,10000.0,2,0
2026-05-06 12:00:00,Vinh Tuy Bridge,Inbound,12,45,0,Partially cloudy,31.0,0.0,66.37,10000.0,2,0
2026-05-06 12:00:00,Vinh Tuy Bridge,Outbound,12,51,0,Partially cloudy,31.0,0.0,66.37,10000.0,2,0
2026-05-06 15:00:00,Vinh Tuy Bridge,Inbound,15,54,0,Partially cloudy,31.0,0.0,66.37,10000.0,2,0
2026-05-06 15:00:00,Vinh Tuy Bridge,Outbound,15,68,0,Partially cloudy,31.0,0.0,66.37,10000.0,2,0
2026-05-06 16:00:00,Vinh Tuy Bridge,Inbound,16,82,0,Partially cloudy,30.0,0.0,70.28,10000.0,2,0
2026-05-06 16:00:00,Vinh Tuy Bridge,Outbound,16,104,0,Partially cloudy,30.0,0.0,70.28,10000.0,2,0
2026-05-06 17:10:00,Vinh Tuy Bridge,Inbound,17,138,1,Partially cloudy,30.0,0.0,70.28,10000.0,2,0
2026-05-06 17:10:00,Vinh Tuy Bridge,Outbound,17,156,1,Partially cloudy,30.0,0.0,70.28,10000.0,2,0
2026-05-06 20:00:00,Vinh Tuy Bridge,Inbound,20,30,0,Partially cloudy,27.0,0.0,83.67,10000.0,2,0
2026-05-06 20:00:00,Vinh Tuy Bridge,Outbound,20,41,0,Partially cloudy,27.0,0.0,83.67,10000.0,2,0
2026-05-06 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,Overcast,27.0,0.0,83.67,10000.0,2,0
2026-05-06 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,Overcast,27.0,0.0,83.67,10000.0,2,0
2026-05-05 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Partially cloudy,23.0,0.0,83.22,10000.0,1,0
2026-05-05 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Partially cloudy,23.0,0.0,83.22,10000.0,1,0
2026-05-05 07:10:00,Vinh Tuy Bridge,Inbound,7,68,0,Overcast,24.0,0.0,78.35,6000.0,1,0
2026-05-05 07:10:00,Vinh Tuy Bridge,Outbound,7,155,1,Overcast,24.0,0.0,78.35,6000.0,1,0
2026-05-05 07:30:00,Vinh Tuy Bridge,Inbound,7,94,1,Overcast,24.0,0.0,78.35,6000.0,1,0
2026-05-05 07:30:00,Vinh Tuy Bridge,Outbound,7,204,1,Overcast,24.0,0.0,78.35,6000.0,1,0
2026-05-05 10:00:00,Vinh Tuy Bridge,Inbound,10,61,0,Partially cloudy,28.0,0.0,65.76,10000.0,1,0
2026-05-05 10:00:00,Vinh Tuy Bridge,Outbound,10,53,0,Partially cloudy,28.0,0.0,65.76,10000.0,1,0
2026-05-05 12:00:00,Vinh Tuy Bridge,Inbound,12,57,0,Partially cloudy,30.0,0.0,58.57,10000.0,1,0
2026-05-05 12:00:00,Vinh Tuy Bridge,Outbound,12,45,0,Partially cloudy,30.0,0.0,58.57,10000.0,1,0
2026-05-05 15:00:00,Vinh Tuy Bridge,Inbound,15,67,0,Partially cloudy,31.0,0.0,55.31,10000.0,1,0
2026-05-05 15:00:00,Vinh Tuy Bridge,Outbound,15,56,0,Partially cloudy,31.0,0.0,55.31,10000.0,1,0
2026-05-05 16:00:00,Vinh Tuy Bridge,Inbound,16,96,1,Partially cloudy,31.0,0.0,58.8,10000.0,1,0
2026-05-05 16:00:00,Vinh Tuy Bridge,Outbound,16,79,0,Partially cloudy,31.0,0.0,58.8,10000.0,1,0
2026-05-05 17:10:00,Vinh Tuy Bridge,Inbound,17,155,1,Partially cloudy,31.0,0.0,55.31,10000.0,1,0
2026-05-05 17:10:00,Vinh Tuy Bridge,Outbound,17,130,0,Partially cloudy,31.0,0.0,55.31,10000.0,1,0
2026-05-05 20:00:00,Vinh Tuy Bridge,Inbound,20,35,0,Partially cloudy,28.0,0.0,69.91,10000.0,1,0
2026-05-05 20:00:00,Vinh Tuy Bridge,Outbound,20,47,0,Partially cloudy,28.0,0.0,69.91,10000.0,1,0
2026-05-05 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,Partially cloudy,26.0,0.0,78.63,10000.0,1,0
2026-05-05 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,Partially cloudy,26.0,0.0,78.63,10000.0,1,0
2026-05-04 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,"Rain, Partially cloudy",19.0,2.2,93.93,5000.0,0,0
2026-05-04 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,"Rain, Partially cloudy",19.0,2.2,93.93,5000.0,0,0
2026-05-04 07:10:00,Vinh Tuy Bridge,Inbound,7,139,1,"Rain, Partially cloudy",21.0,0.4,77.91,10000.0,0,0
2026-05-04 07:10:00,Vinh Tuy Bridge,Outbound,7,275,1,"Rain, Partially cloudy",21.0,0.4,77.91,10000.0,0,0
2026-05-04 07:30:00,Vinh Tuy Bridge,Inbound,7,178,1,"Rain, Partially cloudy",21.0,0.4,77.91,10000.0,0,0
2026-05-04 07:30:00,Vinh Tuy Bridge,Outbound,7,373,1,"Rain, Partially cloudy",21.0,0.4,77.91,10000.0,0,0
2026-05-04 10:00:00,Vinh Tuy Bridge,Inbound,10,45,0,Partially cloudy,24.0,0.0,69.15,10000.0,0,0
2026-05-04 10:00:00,Vinh Tuy Bridge,Outbound,10,72,0,Partially cloudy,24.0,0.0,69.15,10000.0,0,0
2026-05-04 12:00:00,Vinh Tuy Bridge,Inbound,12,33,0,Overcast,27.0,0.0,50.97,10000.0,0,0
2026-05-04 12:00:00,Vinh Tuy Bridge,Outbound,12,56,0,Overcast,27.0,0.0,50.97,10000.0,0,0
2026-05-04 15:00:00,Vinh Tuy Bridge,Inbound,15,46,0,Overcast,29.0,0.0,51.49,10000.0,0,0
2026-05-04 15:00:00,Vinh Tuy Bridge,Outbound,15,75,0,Overcast,29.0,0.0,51.49,10000.0,0,0
2026-05-04 16:00:00,Vinh Tuy Bridge,Inbound,16,76,0,Partially cloudy,28.0,0.0,54.57,10000.0,0,0
2026-05-04 16:00:00,Vinh Tuy Bridge,Outbound,16,108,0,Partially cloudy,28.0,0.0,54.57,10000.0,0,0
2026-05-04 17:10:00,Vinh Tuy Bridge,Inbound,17,132,1,Partially cloudy,28.0,0.0,58.1,10000.0,0,0
2026-05-04 17:10:00,Vinh Tuy Bridge,Outbound,17,165,1,Partially cloudy,28.0,0.0,58.1,10000.0,0,0
2026-05-04 20:00:00,Vinh Tuy Bridge,Inbound,20,23,0,Partially cloudy,26.0,0.0,69.54,10000.0,0,0
2026-05-04 20:00:00,Vinh Tuy Bridge,Outbound,20,59,0,Partially cloudy,26.0,0.0,69.54,10000.0,0,0
2026-05-04 22:30:00,Vinh Tuy Bridge,Inbound,22,0,0,Partially cloudy,25.0,0.0,73.79,10000.0,0,0
2026-05-04 22:30:00,Vinh Tuy Bridge,Outbound,22,0,0,Partially cloudy,25.0,0.0,73.79,10000.0,0,0
2026-05-03 03:00:00,Vinh Tuy Bridge,Inbound,3,0,0,Partially cloudy,23.0,0.0,94.1,9000.0,6,0
2026-05-03 03:00:00,Vinh Tuy Bridge,Outbound,3,0,0,Partially cloudy,23.0,0.0,94.1,9000.0,6,0
2026-05-03 07:10:00,Vinh Tuy Bridge,Inbound,7,17,0,Overcast,23.0,0.0,94.1,4000.0,6,0
2026-05-03 07:10:00,Vinh Tuy Bridge,Outbound,7,20,0,Overcast,23.0,0.0,94.1,4000.0,6,0
2026-05-03 07:30:00,Vinh Tuy Bridge,Inbound,7,24,0,Overcast,23.0,0.0,94.1,4000.0,6,0
2026-05-03 07:30:00,Vinh Tuy Bridge,Outbound,7,27,0,Overcast,23.0,0.0,94.1,4000.0,6,0
2026-05-03 10:00:00,Vinh Tuy Bridge,Inbound,10,34,0,"Rain, Overcast",24.0,0.3,94.15,5000.0,6,0
2026-05-03 10:00:00,Vinh Tuy Bridge,Outbound,10,44,0,"Rain, Overcast",24.0,0.3,94.15,5000.0,6,0
2026-05-03 12:00:00,Vinh Tuy Bridge,Inbound,12,43,0,"Rain, Partially cloudy",25.0,0.7,94.19,10000.0,6,0
2026-05-03 12:00:00,Vinh Tuy Bridge,Outbound,12,58,0,"Rain, Partially cloudy",25.0,0.7,94.19,10000.0,6,0
2026-05-03 15:00:00,Vinh Tuy Bridge,Inbound,15,66,0,"Rain, Partially cloudy",28.0,3.3,74.29,10000.0,6,0
